# (E [MeV])  (Flux [1/MeV/cm^2/s]
1.214200E+01  1.306512E+05
1.215800E+01  1.289690E+05
1.217400E+01  1.272920E+05
1.219100E+01  1.256202E+05
1.220700E+01  1.239484E+05
1.222300E+01  1.222765E+05
1.224000E+01  1.206253E+05
1.225600E+01  1.189999E+05
1.227200E+01  1.173797E+05
1.228900E+01  1.157594E+05
1.230500E+01  1.141444E+05
1.232100E+01  1.125241E+05
1.233800E+01  1.109400E+05
1.235400E+01  1.093714E+05
1.237000E+01  1.078079E+05
1.238700E+01  1.062496E+05
1.240300E+01  1.046912E+05
1.241900E+01  1.031226E+05
1.243600E+01  1.016056E+05
1.245200E+01  1.000988E+05
1.246800E+01  9.859212E+04
1.248500E+01  9.709572E+04
1.250100E+01  9.559932E+04
1.251700E+01  9.409260E+04
1.253400E+01  9.263748E+04
1.255000E+01  9.119268E+04
1.256600E+01  8.975304E+04
1.258300E+01  8.831856E+04
1.259900E+01  8.688408E+04
1.261500E+01  8.545476E+04
1.263200E+01  8.405640E+04
1.264800E+01  8.267868E+04
1.266400E+01  8.130096E+04
1.268100E+01  7.993356E+04
1.269700E+01  7.856100E+04
1.271300E+01  7.720392E+04
1.273000E+01  7.586748E+04
1.274600E+01  7.455684E+04
1.276200E+01  7.325136E+04
1.277900E+01  7.195104E+04
1.279500E+01  7.064556E+04
1.281100E+01  6.935556E+04
1.282800E+01  6.809136E+04
1.284400E+01  6.685296E+04
1.286000E+01  6.561456E+04
1.287700E+01  6.438132E+04
1.289300E+01  6.314292E+04
1.290900E+01  6.192516E+04
1.292600E+01  6.073320E+04
1.294200E+01  5.956188E+04
1.295800E+01  5.840088E+04
1.297500E+01  5.723472E+04
1.299100E+01  5.606340E+04
1.300700E+01  5.491788E+04
1.302400E+01  5.380848E+04
1.304000E+01  5.270940E+04
1.305600E+01  5.161548E+04
1.307300E+01  5.052620E+04
1.308900E+01  4.942661E+04
1.310500E+01  4.834610E+04
1.312200E+01  4.731823E+04
1.313800E+01  4.629552E+04
1.315400E+01  4.527745E+04
1.317100E+01  4.425938E+04
1.318700E+01  4.323874E+04
1.320300E+01  4.222996E+04
1.322000E+01  4.127845E+04
1.323600E+01  4.033262E+04
1.325200E+01  3.938938E+04
1.326900E+01  3.844510E+04
1.328500E+01  3.750133E+04
1.330100E+01  3.656789E+04
1.331800E+01  3.569378E+04
1.333400E+01  3.482484E+04
1.335000E+01  3.395744E+04
1.336700E+01  3.308747E+04
1.338300E+01  3.221801E+04
1.339900E+01  3.136661E+04
1.341600E+01  3.056939E+04
1.343200E+01  2.977681E+04
1.344800E+01  2.898527E+04
1.346500E+01  2.819011E+04
