# (E [MeV])  (Flux [1/MeV/cm^2/s]
3.525800E-01  2.252487E+11
3.530000E-01  2.248899E+11
3.534100E-01  2.245012E+11
3.538300E-01  2.241125E+11
3.542400E-01  2.237297E+11
3.546500E-01  2.233410E+11
3.550700E-01  2.229523E+11
3.554800E-01  2.225636E+11
3.558900E-01  2.221749E+11
3.563100E-01  2.217862E+11
3.567200E-01  2.213975E+11
3.571400E-01  2.210148E+11
3.575500E-01  2.206261E+11
3.579600E-01  2.202255E+11
3.583800E-01  2.197829E+11
3.587900E-01  2.193344E+11
3.592000E-01  2.188919E+11
3.596200E-01  2.184494E+11
3.600300E-01  2.180069E+11
3.604500E-01  2.175584E+11
3.608600E-01  2.171159E+11
3.612700E-01  2.166733E+11
3.616900E-01  2.162248E+11
3.621000E-01  2.157823E+11
