# (E [MeV])  (Flux [1/MeV/cm^2/s]
9.826900E-01  3.119716E+08
9.838800E-01  3.111098E+08
9.850700E-01  3.102202E+08
9.862500E-01  3.093584E+08
9.874400E-01  3.084688E+08
9.886300E-01  3.076070E+08
9.898200E-01  3.067174E+08
9.910100E-01  3.058000E+08
9.922000E-01  3.048826E+08
9.933800E-01  3.039930E+08
9.945700E-01  3.030756E+08
9.957600E-01  3.021582E+08
9.969500E-01  3.012408E+08
9.981400E-01  3.003234E+08
9.993200E-01  2.994060E+08
1.000500E+00  2.984608E+08
1.001700E+00  2.975156E+08
1.002900E+00  2.965704E+08
1.004100E+00  2.956252E+08
1.005300E+00  2.946522E+08
1.006500E+00  2.937070E+08
1.007600E+00  2.927340E+08
1.008800E+00  2.917332E+08
1.010000E+00  2.907602E+08
1.011200E+00  2.897594E+08
1.012400E+00  2.887864E+08
1.013600E+00  2.877856E+08
1.014800E+00  2.867848E+08
1.016000E+00  2.857562E+08
1.017100E+00  2.847554E+08
1.018300E+00  2.837546E+08
1.019500E+00  2.827260E+08
1.020700E+00  2.816418E+08
1.021900E+00  2.805854E+08
1.023100E+00  2.795290E+08
1.024300E+00  2.784726E+08
1.025500E+00  2.774134E+08
1.026700E+00  2.763431E+08
1.027800E+00  2.752700E+08
1.029000E+00  2.741997E+08
