# (E [MeV])  (Flux [1/MeV/cm^2/s]
1.276100E+00  1.795882E+08
1.277800E+00  1.792807E+08
1.279500E+00  1.789732E+08
1.281300E+00  1.786678E+08
1.283000E+00  1.783520E+08
1.284700E+00  1.780322E+08
1.286400E+00  1.777166E+08
1.288200E+00  1.774029E+08
1.289900E+00  1.770831E+08
1.291600E+00  1.767654E+08
1.293400E+00  1.764353E+08
1.295100E+00  1.761012E+08
1.296800E+00  1.757711E+08
1.298500E+00  1.754431E+08
1.300300E+00  1.751110E+08
1.302000E+00  1.747789E+08
1.303700E+00  1.744366E+08
1.305400E+00  1.740880E+08
1.307200E+00  1.737436E+08
1.308900E+00  1.734034E+08
1.310600E+00  1.730569E+08
1.312400E+00  1.727104E+08
1.314100E+00  1.723538E+08
1.315800E+00  1.719930E+08
1.317500E+00  1.716362E+08
1.319300E+00  1.712796E+08
1.321000E+00  1.709146E+08
1.322700E+00  1.705436E+08
1.324400E+00  1.701766E+08
1.326200E+00  1.698118E+08
1.327900E+00  1.694448E+08
1.329600E+00  1.690758E+08
1.331300E+00  1.686945E+08
1.333100E+00  1.683112E+08
1.334800E+00  1.679298E+08
1.336500E+00  1.675506E+08
1.338300E+00  1.671714E+08
1.340000E+00  1.667880E+08
1.341700E+00  1.663964E+08
1.343400E+00  1.659967E+08
1.345200E+00  1.656031E+08
1.346900E+00  1.652116E+08
1.348600E+00  1.648159E+08
1.350300E+00  1.644202E+08
1.352100E+00  1.640144E+08
1.353800E+00  1.636023E+08
1.355500E+00  1.631944E+08
1.357200E+00  1.627905E+08
1.359000E+00  1.623826E+08
1.360700E+00  1.619726E+08
1.362400E+00  1.615523E+08
1.364200E+00  1.611259E+08
1.365900E+00  1.607036E+08
1.367600E+00  1.602854E+08
1.369300E+00  1.598570E+08
1.371100E+00  1.594224E+08
1.372800E+00  1.589918E+08
1.374500E+00  1.585654E+08
1.376200E+00  1.581350E+08
1.378000E+00  1.577024E+08
1.379700E+00  1.572616E+08
1.381400E+00  1.568106E+08
1.383100E+00  1.563678E+08
1.384900E+00  1.559271E+08
1.386600E+00  1.554843E+08
1.388300E+00  1.550374E+08
1.390100E+00  1.545823E+08
1.391800E+00  1.541210E+08
1.393500E+00  1.536639E+08
1.395200E+00  1.532088E+08
1.397000E+00  1.527537E+08
1.398700E+00  1.522945E+08
1.400400E+00  1.518271E+08
1.402100E+00  1.513494E+08
1.403900E+00  1.508780E+08
1.405600E+00  1.504106E+08
1.407300E+00  1.499350E+08
1.409000E+00  1.494491E+08
1.410800E+00  1.489694E+08
1.412500E+00  1.484918E+08
1.414200E+00  1.480141E+08
1.416000E+00  1.475344E+08
1.417700E+00  1.470444E+08
1.419400E+00  1.465442E+08
1.421100E+00  1.460522E+08
1.422900E+00  1.455623E+08
1.424600E+00  1.450703E+08
1.426300E+00  1.445762E+08
1.428000E+00  1.440740E+08
1.429800E+00  1.435594E+08
1.431500E+00  1.430531E+08
1.433200E+00  1.425488E+08
1.435000E+00  1.420445E+08
1.436700E+00  1.415382E+08
1.438400E+00  1.410236E+08
1.440100E+00  1.404968E+08
1.441900E+00  1.399760E+08
1.443600E+00  1.394594E+08
1.445300E+00  1.389428E+08
1.447000E+00  1.384222E+08
1.448800E+00  1.378932E+08
1.450500E+00  1.373541E+08
1.452200E+00  1.368190E+08
1.453900E+00  1.362902E+08
1.455700E+00  1.357510E+08
1.457400E+00  1.352016E+08
1.459100E+00  1.346584E+08
1.460900E+00  1.341212E+08
1.462600E+00  1.335821E+08
1.464300E+00  1.330389E+08
1.466000E+00  1.324894E+08
1.467800E+00  1.319257E+08
1.469500E+00  1.313681E+08
1.471200E+00  1.308166E+08
1.472900E+00  1.302632E+08
1.474700E+00  1.297076E+08
1.476400E+00  1.291438E+08
1.478100E+00  1.285678E+08
1.479800E+00  1.279958E+08
1.481600E+00  1.274321E+08
1.483300E+00  1.268642E+08
1.485000E+00  1.262964E+08
1.486800E+00  1.257183E+08
1.488500E+00  1.251279E+08
1.490200E+00  1.245416E+08
